@W: CG146 :"F:\PSTR17R5B\ipcore_dir\myfifo.v":39:7:39:12|Creating black box for empty module myfifo
@W: CS263 :"F:\PSTR17R5B\top.v":459:20:459:20|Port-width mismatch for port sweep_edge. Formal has width 1, Actual 32
@W: CS263 :"F:\PSTR17R5B\top.v":466:13:466:13|Port-width mismatch for port att. Formal has width 8, Actual 32
@W: CL249 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Initial value is not supported on state machine fsm_state_cur
@W: CL246 :"F:\PSTR17R5B\ad9914_ctrl.v":42:13:42:15|Input port bits 7 to 6 of att[7:0] are unused
@W: CL159 :"F:\PSTR17R5B\ad9914_ctrl.v":47:7:47:11|Input dover is unused
@W: CL189 :"F:\PSTR17R5B\ad9914_reg_wr.v":115:4:115:9|Register bit reg_base_addr_reg[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_reg_wr.v":115:4:115:9|Register bit reg_base_addr_reg[1] is always 0, optimizing ...
@W: CL279 :"F:\PSTR17R5B\ad9914_reg_wr.v":115:4:115:9|Pruning register bits 1 to 0 of reg_base_addr_reg[7:0] 
@W: CL249 :"F:\PSTR17R5B\ad9914_reg_wr.v":115:4:115:9|Initial value is not supported on state machine fsm_state_cur
@W: CL246 :"F:\PSTR17R5B\ad9914_reg_wr.v":30:16:30:28|Input port bits 7 to 6 of reg_base_addr[7:0] are unused
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[12] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[13] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[14] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Register bit delay_count[15] is always 0, optimizing ...
@W: CL279 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Pruning register bits 15 to 1 of delay_count[15:0] 
@W: CL249 :"F:\PSTR17R5B\parallel_wr.v":80:4:80:9|Initial value is not supported on state machine fsm_state_cur
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[6] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Register bit slave_dev_w_addr[7] is always 0, optimizing ...
@W: CL249 :"F:\PSTR17R5B\ds3502.v":54:4:54:9|Initial value is not supported on state machine state_cur
@W: CL246 :"F:\PSTR17R5B\cmd_update.v":41:16:41:32|Input port bits 7 to 6 of depack_rx_ch1_att[7:0] are unused
@W: CL246 :"F:\PSTR17R5B\cmd_update.v":42:16:42:32|Input port bits 7 to 6 of depack_rx_ch2_att[7:0] are unused
@W: CL246 :"F:\PSTR17R5B\cmd_update.v":43:16:43:32|Input port bits 7 to 6 of depack_rx_ch3_att[7:0] are unused
@W: CL246 :"F:\PSTR17R5B\cmd_update.v":44:16:44:32|Input port bits 7 to 6 of depack_rx_ch1_pha[7:0] are unused
@W: CL246 :"F:\PSTR17R5B\cmd_update.v":45:16:45:32|Input port bits 7 to 6 of depack_rx_ch2_pha[7:0] are unused
@W: CL246 :"F:\PSTR17R5B\cmd_update.v":46:16:46:32|Input port bits 7 to 6 of depack_rx_ch3_pha[7:0] are unused
@W: CL249 :"F:\PSTR17R5B\depack.v":106:4:106:9|Initial value is not supported on state machine sta_cur
@W: CL249 :"F:\PSTR17R5B\spi_slave_r.v":37:1:37:6|Initial value is not supported on state machine sta_cur

